=~=~=~=~=~=~=~=~=~=~=~= MobaXterm log 2022.09.28 14:57:40 =~=~=~=~=~=~=~=~=~=~=~=

Password:
Login incorrect
login: root
Password:
No home directory.
Logging in with home = "/".
# slog2info -w | grep UpdateService
Jan 01 00:00:14.922          UpdateService.2781347                           0  -----ONLINE-----
Jan 01 00:24:17.445        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:17.445        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:22.447        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:22.469        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:22.469        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:22.469        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:27.470        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:27.490        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:27.490        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:27.490        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:32.491        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:32.512        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:32.512        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:32.512        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:37.513        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:37.536        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:37.536        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:37.536        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:42.539        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:42.558        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:42.558        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:42.558        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:47.560        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:47.579        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:47.580        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:47.580        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:52.582        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:52.609        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:52.609        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:52.609        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:24:57.611        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:24:57.640        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:24:57.640        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:24:57.640        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:02.641        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:02.672        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:02.672        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:02.672        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:07.673        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:07.698        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:07.698        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:07.698        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:12.699        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:12.719        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:12.719        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:12.719        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:17.720        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:17.744        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:17.744        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:17.744        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:22.745        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:22.774        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:22.774        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:22.774        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:27.776        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:27.806        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:27.806        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:27.806        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:32.807        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:32.823        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:32.823        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:32.823        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:37.825        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:37.848        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:37.848        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:37.848        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:42.849        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:42.869        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:42.869        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:42.869        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:47.870        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:47.895        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:47.895        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:47.895        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:52.897        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:52.922        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:52.922        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:52.923        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:25:57.924        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:25:57.944        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:25:57.944        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:25:57.944        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:02.945        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:02.968        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:02.968        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:02.968        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:07.969        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:07.990        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:07.990        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:07.990        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:12.992        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:13.011        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:13.011        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:13.011        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:18.012        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:18.034        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:18.034        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:18.034        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:23.035        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:23.064        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:23.064        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:23.064        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:28.065        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:28.096        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:28.096        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:28.096        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:33.098        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:33.118        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:33.118        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:33.118        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:38.119        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:38.141        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:38.141        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:38.141        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:43.142        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:43.161        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:43.161        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
Jan 01 00:26:43.161        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]dump voltage value 138
Jan 01 00:26:48.162        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue
Jan 01 00:26:48.184        CMW_Cluster.2781347..14           clusterlog      0  [UpdateService]BootCtrlProxy::getVoltageValue : voltage 138
Jan 01 00:26:48.184        CMW_Cluster.2781347..11           clusterlog      0  [UpdateService]Get Voltage Value! VoltageValue [138]V
